Name,Legal_Name,Start_Date,Street_Number,Street_Name,ZIP_Code,Lat,Lon,Category
Subway #39339,Tolmer Foods Inc,4/13/07,995,Greensburg Pike,15221,40.416596,-79.840047,NO Dollar Menu
Subway #39841,M & N Corporation,11/10/09,,Pgh Intl Airport / Ne-2,15231,40.495309,-80.235291,NO Dollar Menu
Subway #40231 (Wal-Mart),Miller & Shotsberger,8/29/06,5055,Library Rd,15102,40.33883,-80.024575,NO Dollar Menu
Subway #41022,Miller & Shotsberger Inc,2/21/07,219,Shiloh St,15211,40.430093,-80.007181,NO Dollar Menu
Subway #42119,Submanagement Inc,2/4/08,100,Highlands Mall,15065,40.646695,-79.71312,NO Dollar Menu
Subway #44309,,9/26/08,322,Curry Hollow Rd,15236,40.33758,-79.97663,NO Dollar Menu
Subway #48584,M & N Corp,2/5/10,,Pgh Intl Airport / Se-15,15231,40.495309,-80.235291,NO Dollar Menu
Subway #50151,SW 50151 Inc,11/14/11,2880,Industrial Bo,15102,40.327841,-80.038594,NO Dollar Menu
Subway #54217,Tolmer Foods,7/20/12,1035,5th Ave,15219,40.43888,-79.989485,NO Dollar Menu
Subway #58298,Sunny Nikhil Inc,3/14/13,537,Beaver St,15143,40.539505,-80.17923,NO Dollar Menu
Subway #58836,Sancar LLC,9/24/13,4721,McKnight Rd,15237,40.517805,-80.005705,NO Dollar Menu
Subway #59528,,10/15/13,4313,Walnut St,15132,40.322136,-79.833971,NO Dollar Menu
Subway #59964,Hat Trick Company Inc,4/9/14,1212,E Carson Street,15203,40.428581,-79.985814,NO Dollar Menu
Subway #61053,,3/24/15,1846,Centre Ave,15219,40.442641,-79.982151,NO Dollar Menu
Subway #61470,Subway Sandwiches & Salads Inc,5/30/14,84,Allegheny River Blvd,15147,40.497234,-79.844178,NO Dollar Menu
Subway #65130,Shakti & Nonu Inc,6/4/15,550,Butler St,15223,40.500796,-79.943429,NO Dollar Menu
Subway #65416,Syed Holdings LLC,10/27/15,48,Monongahela Ave,15045,40.33471,-79.890986,NO Dollar Menu
Subway Salads & Sandwiches,Kharabeam LLC,2/10/11,3336,Babcock Blvd,15237,40.53444,-80.018767,NO Dollar Menu
Subway Salads & Sandwiches,Hat Trick Company Inc,6/22/12,2373,Mountain View Dr,15122,40.345026,-79.947141,NO Dollar Menu
Subway Salads & Sandwiches,Tolmer Foods Inc,6/27/05,119,22nd Ave,15120,40.398055,-79.901875,NO Dollar Menu
Subway Salads & Sandwiches #25920,Tolmer Foods Inc,6/29/11,517,McNeilly Rd,15226,40.382945,-80.017415,NO Dollar Menu
Subway Salads & Sandwiches #44133,Harrison & Harrison LLC,10/11/11,1500,5th Ave,15132,40.351343,-79.849457,NO Dollar Menu
Subway Salads & Sandwiches #56580,,9/14/12,264,Mt Nebo Pointe Dr,15237,40.534891,-80.068199,NO Dollar Menu
Subway Sandwich & Salads,Nonu Inc,8/31/05,1039,Freeport Rd,15238,40.488339,-79.885519,NO Dollar Menu
Subway Sandwiches,Jeet Subs,12/24/09,112,Chartiers Ave,15136,40.465602,-80.055586,NO Dollar Menu
Subway Sandwiches,McIntyre Subway LLC,12/20/01,7900,McKnight Rd,15237,40.552794,-80.015417,NO Dollar Menu
Subway Sandwiches & Salads,,8/10/00,500,Pine Hollow Rd Kenmawr Plaza,15136,40.469395,-80.114941,NO Dollar Menu
Subway Sandwiches & Salads,,6/11/91,39,Walsh Rd,15205,40.440123,-80.071073,NO Dollar Menu
Subway Sandwiches & Salads,,8/1/91,2351,Noblestown Rd,15205,40.426815,-80.055137,NO Dollar Menu
Subway Sandwiches & Salads,Armaan LLC,10/24/03,950,Ridge Ave,15212,40.450089,-80.018163,NO Dollar Menu
Subway Sandwiches & Salads,Himbaugh Littman Corp,6/13/01,3,Market Pl,15222,40.440228,-80.002591,NO Dollar Menu
Subway Sandwiches & Salads,Himebaugh-Littmann Corp,10/22/90,401,Wood St,15222,40.439578,-80.001289,NO Dollar Menu
Subway Sandwiches & Salads,Himebaugh Littmann,2/26/07,703,Liberty Ave,15222,40.442751,-79.99971,NO Dollar Menu
Subway Sandwiches & Salads,Bina Inc,1/18/02,414,Smithfield St,15222,40.439038,-79.999103,NO Dollar Menu
Subway Sandwiches & Salads,Bina Inc,9/1/09,225,Ross St,15219,40.437,-79.997091,NO Dollar Menu
Subway Sandwiches & Salads,Miller & Scotsberger Inc,10/24/02,2158,Brownsville Rd,15210,40.391956,-79.987408,NO Dollar Menu
Subway Sandwiches & Salads,Bina Inc,1/26/04,4142,Saw Mill Run Blvd,15227,40.376066,-79.969628,NO Dollar Menu
Subway Sandwiches & Salads,Shaum Inc,2/17/05,4017,Butler St,15201,40.469282,-79.961849,NO Dollar Menu
Subway Sandwiches & Salads,D&J Subs LLC,2/19/08,3707,Forbes Ave,15213,40.441327,-79.957546,NO Dollar Menu
Subway Sandwiches & Salads,Naspal Bros Inc,7/21/04,418,S Craig St,15213,40.444757,-79.948953,NO Dollar Menu
Subway Sandwiches & Salads,Pittsburghs Sandwiches Inc,5/11/05,751,Pittsburgh / McKeesport Blvd,15034,40.355588,-79.898878,NO Dollar Menu
Subway Sandwiches & Salads,,11/14/00,201,Allegheny Ave,15139,40.514196,-79.843961,NO Dollar Menu
Subway Sandwiches & Salads,Sahanaa Enterprises Inc,1/9/08,11667,Penn Hills Dr,15235,40.464969,-79.8267,NO Dollar Menu
Subway Sandwiches & Salads,Pardeep Inc,11/27/95,1732,Pacific Ave,15065,40.62324,-79.723789,NO Dollar Menu
Subway Sandwiches & Salads #2685,Virk Goraya Inc,6/1/06,4136,Library Rd,15234,40.359115,-80.029173,NO Dollar Menu
Subway Sandwiches & Salads #2849,Sumesh LLC,6/19/07,308,Cochran Rd,15228,40.380803,-80.05256,NO Dollar Menu
Subway Sandwiches & Salads #3505,,5/18/90,809,West View Park Dr,15229,40.516906,-80.03279,NO Dollar Menu
Subway Sandwiches & Salads #6338,Natasha LLC,1/10/03,700,Forbes Ave,15219,40.438202,-79.992285,NO Dollar Menu
Subway Sandwiches & Salads #15051,Vaidova / Khara LLC,8/30/06,150,Market Place Dr,15071,40.441348,-80.239649,NO Dollar Menu
Subway Sandwiches & Salads #18944,Hat Trick Company Inc,6/25/12,971,Ohio River Blvd,15202,40.497453,-80.060344,NO Dollar Menu
Subway Sandwiches & Salads #20844,Tolmer Foods Inc,12/13/02,55,Alpha Dr,15238,40.538904,-79.835563,NO Dollar Menu
Subway Sandwiches & Salads #24670,Aman & Nikhil Inc,10/5/06,9805,McKnight Rd,15237,40.584706,-80.039643,NO Dollar Menu
Subway Sandwiches & Salads #24919,Anmoal LLC,3/5/07,583,Clairton Blvd,15236,40.333226,-79.94624,NO Dollar Menu
Subway Sandwiches & Salads #26939,,8/28/02,930,Presque Isle Dr,15239,40.462408,-79.706499,NO Dollar Menu
Subway Sandwiches & Salads #29207,Punj Star Management,6/3/08,1025,Washington Pike,15017,40.367163,-80.110119,NO Dollar Menu
Subway Sandwiches & Salads #36480,Viru Goyaya Inc,6/1/06,300,Mt Lebanon Blvd,15234,40.368707,-80.034816,NO Dollar Menu
Subway Sandwiches & Salads #58293,AV Subs LLC,4/3/13,5500,Butler St,15201,40.483434,-79.948921,NO Dollar Menu
Subway Sandwiches #21685,Sunny & Nikhil lnc,3/3/00,10,Village Dr,15056,40.557796,-80.204226,NO Dollar Menu
Subway Sandwiches #27505,Mrad Barwad LLC,11/20/15,3446,William Penn Hwy,15235,40.429165,-79.811071,NO Dollar Menu
Subway Sandwiches #28039,Sumedha LLC,6/27/03,301,South Hills Village,15241,40.342623,-80.05617,NO Dollar Menu
Subway Sandwiches #28040,Nikita Nagpal LLC,11/23/15,1000,Ross Park Mall Dr,15237,40.538969,-80.007711,NO Dollar Menu
Subway Sandwiches #30671,Sid Hu Subs LLC,11/5/08,7343,Saltsburg Rd,15235,40.478135,-79.78589,NO Dollar Menu
Subway Sandwiches #37037,Tolmer Foods,6/20/07,930,Penn Ave,15222,40.443878,-79.996862,NO Dollar Menu
Sushi Fuku,Sushi Fuku LLC,8/15/12,120,Oakland Ave,15213,40.441664,-79.957366,Take Out
Sushi Fuku #2,Sushi Fuku LLC,5/4/15,417,Craig St,15213,40.454609,-79.954019,Take Out
Sushic @ Giant Eagle #40,Sushic GE LLC,4/18/15,5550,Centre Ave,15232,40.456537,-79.934434,Take Out
Sushic@ Giant Eagle #43,Sushic GE LLC,12/18/15,155,Town Center Dr,15090,40.63217,-80.054312,Take Out
Taco Bell /Pizza Hut Express #31620,Charter Central LLC,7/15/15,825,Freeport Rd,15215,40.487186,-79.895071,Dollar Menu
Taco Bell #5594,Nordic Corp,11/17/98,4032,Wm Penn Hwy,15146,40.438346,-79.767908,Dollar Menu
Taco Bell #5656,Nordic Corp,11/19/98,2300,Ardmore Blvd,15221,40.416778,-79.848694,Dollar Menu
Taco Bell #15608,Nordic Corp,1/1/85,2802,Jacks Run Rd,15131,40.337668,-79.80702,Dollar Menu
Taco Bell #026113,Charter Foods Inc,1/7/10,2050,Lebanon Church Rd,15122,40.347935,-79.947793,Dollar Menu
Taco Bell #26114,Charter Foods North,7/27/09,4801,McKnight Rd,15237,40.522828,-80.006531,Dollar Menu
Taco Bell #26115,Charter Foods North LLC,7/30/09,1690,Cochran Rd,15220,40.392881,-80.063026,Dollar Menu
Taco Bell #26116,Charter Foods North LLC,7/28/09,2343,Noblestown Rd,15205,40.427237,-80.054173,Dollar Menu
Taco Bell #26117,Charter Foods North LLC,7/27/09,1025,Washington Pike,15017,40.367163,-80.110119,Dollar Menu
Taco Bell #27626,Aarsand & Co LLC,3/5/12,705,Allegheny Ave,15233,40.449793,-80.018714,Dollar Menu
Taco Bell #31614,Charter Central LLC,6/10/15,1603,Braddock Ave,15218,40.426666,-79.888681,Dollar Menu
Taco Bell #31615,Charter Central LLC,7/28/15,100,Northtowne Sq,15044,40.63741,-79.939513,Dollar Menu
Target / Food Avenue Express #1217,Target Corp,10/1/99,600,Chauvet Dr,15275,40.446307,-80.183571,"Breakfast, Drink, Other"
Target / Food Avenue Express #1218,Target Corp,8/10/99,9805,McKnight Rd,15237,40.584706,-80.039643,"Breakfast, Drink, Other"
Target / Food Avenue Express #1219,Target Corp,8/19/99,4004,Monroeville Blvd,15146,40.433958,-79.772657,"Breakfast, Drink, Other"
Target / Food Avenue Express #2077,Target Stores,1/17/06,288,Mt Nebo Pointe Dr,15237,40.535691,-80.068546,"Breakfast, Drink, Other"
Target / Food Avenue Express #2385,Target Corp,3/1/08,2661,Freeport Rd,15238,40.538377,-79.836544,"Breakfast, Drink, Other"
Target #2201,Target Corporation,8/24/06,4801,McKnight Rd,15237,40.522828,-80.006531,"Breakfast, Drink, Other"
Target #2262,Target,6/22/07,550,Grandview Crossing Dr,15044,40.641828,-79.941842,"Breakfast, Drink, Other"
Target Cafe / Starbucks #1253,Target Corporation,1/27/00,360,E Waterfront Dr,15120,40.410403,-79.909935,"Breakfast, Drink, Other"
Target Cafe / Starbucks #2787,Target Stores,2/7/13,201,South Hills Village,15241,40.340135,-80.054802,"Breakfast, Drink, Other"
Target Cafe #1270,Target Corp,8/28/00,1717,Lebanon Church Rd,15122,40.348058,-79.948788,"Breakfast, Drink, Other"
Target Cafe #2757,Target,8/24/11,6231,Penn Ave,15206,40.4609,-79.921311,"Breakfast, Drink, Other"
Tenders,Tenders Pittsburgh Inc,2/12/15,121,Oakland Ave,15213,40.441864,-79.957123,"Breakfast, Drink, Other"
The Apple Core Cafe / AETNA,Flik International,3/8/02,730,Holiday Drive / Foster Plaza #8,15220,40.421988,-80.063758,"Breakfast, Drink, Other"
The Bagel Factory,Pittsburgh Bagel Factory Inc,8/23/12,420,Craig St,15213,40.454605,-79.953465,"Breakfast, Drink, Other"
The Bagel Factory,The Pittsburgh Bagel Factory Inc,7/31/98,5825,Ellsworth Ave,15232,40.456778,-79.9302,"Breakfast, Drink, Other"
The Bagel Factory,Pittsburgh Bagel Factory Inc,3/30/04,5885,Forbes Ave,15217,40.438278,-79.919953,"Breakfast, Drink, Other"
The Coffee Tree Roasters,The Coffee Tree Roasters Inc,7/8/96,299,Beverly Rd,15216,40.388732,-80.049634,"Breakfast, Drink, Other"
The Coffee Tree Roasters,The Coffee Tree Rstrs-plh,3/13/13,10,Old Clairton Rd,15236,40.339812,-79.965456,"Breakfast, Drink, Other"
The Coffee Tree Roasters,The Coffee Tree Roasters Inc,12/1/03,5524,Walnut St,15232,40.451252,-79.932727,"Breakfast, Drink, Other"
The Coffee Tree Roasters,The Coffee Tree Roasters Corp,6/29/93,5840,Forbes Ave,15217,40.437809,-79.921326,"Breakfast, Drink, Other"
The Coffee Tree Roasters,Bakery Square Coffee LLC,6/21/10,151,Bakery Square Blvd,15206,40.456352,-79.915518,"Breakfast, Drink, Other"
The Coffee Tree Roasters,FXC-CTR Coffee LLC,9/29/11,48,Fox Chapel Rd,15238,40.488455,-79.88265,"Breakfast, Drink, Other"
The Court St. Cafe at Dicks Sporting Goods,Guckenheimer Services LLC,12/15/09,345,Court St,15108,40.507631,-80.265832,"Breakfast, Drink, Other"
The Meadows Original Frozen Custard,Le Nostre Ragazze LLC,5/28/15,4329,Northern Pike,15146,40.434571,-79.750509,"Breakfast, Drink, Other"
The Pita Pit,DCM Holdings Inc,11/20/06,2763,E Carson St,15203,40.42648,-79.966039,Take Out
The Pizza Co,,9/11/95,3502,Main St,15120,40.385719,-79.903293,Take Out
The Pizza Company,JSH Inc,7/8/05,4101,Library Rd,15234,40.360769,-80.028372,Take Out
The Pizza Company,The Pizza Company Inc,8/14/03,5200,Brownsville Rd,15236,40.343226,-79.985594,Take Out
The Pizza Company,,3/23/07,1711,Clairton Rd,15122,40.328992,-79.932257,Take Out
The Pizza Company #6,,12/3/13,3050,Churchview Ave,15227,40.385574,-79.967678,Take Out
The Simple Greek,RVJ Enterprises LLC,3/4/11,665,Washington Rd,15228,40.381267,-80.043985,Take Out
Uncle Sam's Gourmet Subs,Local Dive Restaurants,6/19/97,5808,Forbes Ave,15217,40.437859,-79.922496,Take Out
Uncle Sam's Sandwich Bar,Subluxx Inc,1/6/16,936,Freeport Rd,15238,40.488622,-79.892179,Take Out
Uncle Sam's Subs,Uncle Sam's Inc,8/4/86,210,Oakland Ave,15213,40.44119,-79.956794,Take Out
V3 Pizza,Ablak Holdings / Supremacy LLC,9/4/15,11,5th Ave,15222,40.442313,-80.002978,Take Out
Villa Pizza,Villa Enterprises Mgmt,7/1/05,449,Pittsburgh Mills Circle,15084,40.57507,-79.795794,Take Out
Villa Pizza #4801,International Villa II Inc,10/23/01,100,Robinson Center Drive / 2556 Robinson Mall,15205,40.44177,-80.087015,Take Out
Vocelli Pizza,M & K Pizza LLC,1/17/14,935,Beaver Grade Rd,15108,40.511329,-80.212909,Take Out
Vocelli Pizza,M & K Pizza LLC,1/31/14,422,Walnut St,15143,40.540521,-80.18209,Take Out
Vocelli Pizza,Brooks Enterprise LLC,2/1/10,3060,Liberty Ave,15216,40.392056,-80.038288,Take Out
Vocelli Pizza,,4/28/10,1019,Mt Royal Blvd,15223,40.517268,-79.95938,Take Out
Vocelli Pizza,Champion 99 LLC,8/11/10,4896,Wm Flynn Hwy,15101,40.571191,-79.952845,Take Out
Vocelli Pizza,Pizza Outlet Inc,10/7/93,4740,Baum Blvd,15213,40.453938,-79.948843,Take Out
Vocelli Pizza,Perciner Wadsworth Inc,9/30/94,4235,Murray Ave,15217,40.422196,-79.928597,Take Out
Vocelli Pizza,,11/1/13,231,Commercial Ave,15215,40.490241,-79.903764,Take Out
Vocelli Pizza,Pizza Outlet Inc,3/11/97,2011,Waverly St,15218,40.422025,-79.886205,Take Out
Vocelli Pizza,TAC Food SUC Inc,4/6/07,201,Allegheny Ave,15139,40.514196,-79.843961,Take Out
Vocelli Pizza,C & C Food Services Inc,3/4/98,11745,Frankstown Rd,15235,40.467838,-79.825587,Take Out
Vocelli Pizza / Robinson,Kuttler Inc,1/3/06,5644,Steubenville Pike,15136,40.451757,-80.131548,Take Out
Vocelli Pizza #1,Vocelli Pizza LP,2/9/04,1687,Washington Rd,15228,40.351893,-80.050278,Take Out
Vocelli's Pizza #10,Moore Pizza,8/16/10,617,Brownsville Rd,15210,40.410275,-79.990068,Take Out
Vocelli Pizza #19,Balfe Inc,4/9/14,1130,Perry Highway,15237,40.547834,-80.035657,Take Out
Vocelli Pizza #30,Vocelli Pizza Inc,2/11/14,1025,Washington Pike,15017,40.367163,-80.110119,Take Out
Vocelli Pizza #35,D - T Food Services Inc,5/10/10,1786,Golden Mile Hwy,15146,40.445275,-79.712946,Take Out
Vocelli Pizza #74,MJ Coffield LLC,9/2/10,2101,Greentree Rd,15220,40.390563,-80.072422,Take Out
Vocelli Pizza #104,P & A Pizza LLC,7/9/98,691,Clairton Blvd,15236,40.323355,-79.956672,Take Out
Walid's Hook Fish & Chicken #2,Walid Ifraiwan,11/25/15,1303,Brownsville Rd,15210,40.40272,-79.989321,NO Dollar Menu
"Walid's Hook, Fish & Chicken",,10/12/15,1000,Chartiers Ave,15220,40.444188,-80.040594,NO Dollar Menu
Wendy's #546,Primary Aim LLC,2/24/16,1125,Washington Pike,15017,40.368036,-80.104155,Dollar Menu
Wendy's #576,Primary Aim LLC,10/15/15,7317,McKnight Rd,15237,40.538047,-80.011881,Dollar Menu
Wendy's #577,Primary Aim LLC,10/21/15,802,West View Park Dr,15229,40.517681,-80.032149,Dollar Menu
Wendy's Old Fashioned Hamburger's,Primary Aim LLC,2/24/16,1015,Ohio River Blvd,15202,40.497453,-80.060344,Dollar Menu
Wendy's Old Fashioned Hamburger's,Primary Aim LLC,3/1/16,603,Clairton Blvd,15236,40.331016,-79.945193,Dollar Menu
Wendy's Old Fashioned Hamburgers,Primary Aim LLC,2/18/16,9,Quaker Village Shopping Center Dr,15056,40.561532,-80.205346,Dollar Menu
Wendy's Old Fashioned Hamburgers,Primary Aim LLC,2/11/16,6296,Steubenville Pike,15205,40.447453,-80.153468,Dollar Menu
Wendy's Old Fashioned Hamburgers,Primary Aim LLC,2/18/16,1705,Pine Hollow Rd,15136,40.47555,-80.099474,Dollar Menu
Wendy's Old Fashioned Hamburgers,Primary Aim LLC,2/18/16,1660,Cochran Rd,15220,40.392802,-80.062098,Dollar Menu
Wendy's Old Fashioned Hamburgers,Primary Aim LLC,2/22/16,5055,Library Rd,15102,40.33883,-80.024575,Dollar Menu
Wendy's Old Fashioned Hamburgers,Primary Aim LLC,2/10/16,2410,Liberty Ave,15226,40.400265,-80.024151,Dollar Menu
Wendy's Old Fashioned Hamburgers,Primary Aim LLC,2/23/16,725,Allegheny Ave,15233,40.450243,-80.018901,Dollar Menu
Wendy's Old Fashioned Hamburgers,Primary Aim LLC,2/18/16,4031,Clairton Blvd,15227,40.376066,-79.969628,Dollar Menu
Wendy's Old Fashioned Hamburgers,Primary Aim LLC,10/21/15,106,Northtowne Sq,15044,40.63786,-79.939374,Dollar Menu
Wendy's Old Fashioned Hamburgers,Primary Aim LLC,10/21/15,1703,Braddock Ave,15218,40.425415,-79.888002,Dollar Menu
Wendy's Old Fashioned Hamburgers #502,Primary Aim LLC,1/14/15,1830,Broadview Blvd,15065,40.624189,-79.723272,Dollar Menu
Wendy's Old Fashioned Hamburgers #505,Primary Aim LLC,1/12/15,500,Lincoln Hwy,15137,40.450792,-80.199346,Dollar Menu
Wendy's Old Fashioned Hamburgers #506,Primary Aim LLC,1/14/15,2396,Golden Mile Hwy,15239,40.463144,-79.705018,Dollar Menu
Wendy's Old Fashioned Hamburgers #508,Primary Aim LLC,1/14/15,610,William Marks Dr,15120,40.409314,-79.898693,Dollar Menu
Wendy's Old Fashioned Hamburgers #509,Primary Aim LLC,1/20/15,3990,Wm Penn Hwy,15146,40.438098,-79.771839,Dollar Menu
Wendy's Old Fashioned Hamburgers #510,Primary Aim LLC,1/26/15,5076,Wm Penn Hwy,15146,40.427496,-79.705693,Dollar Menu
Wendy's Old Fashioned Hamburgers #511,Primary Aim LLC,1/2/15,2805,Jacks Run Rd,15131,40.337977,-79.808628,Dollar Menu
Wendy's Old Fashioned Hamburgers #520,Primary Aim LLC,2/24/16,4001,Butler St,15201,40.469108,-79.962326,Dollar Menu
Wendy's Old Fashioned Hamburgers #521,Primary Aim LLC,2/1/16,208,Rodi Rd,15235,40.463731,-79.824453,Dollar Menu
Wendy's Old Fashioned Hamburgers #522,Primary Aim LLC,10/21/15,116,Peebles St,15221,40.44617,-79.893195,Dollar Menu
Wendy's Old Fashioned Hamburgers #526,Primary Aim LLC,10/21/15,3410,Wm Penn Hwy,15235,40.43005,-79.814092,Dollar Menu
Wendy's Old Fashioned Hamburgers #527,Primary Aim LLC,2/24/16,5422,Baum Blvd,15224,40.456997,-79.937452,Dollar Menu
Wendy's Old Fashioned Hamburgers #528,Primary Aim LLC,1/27/16,891,Freeport Rd,15238,40.486932,-79.890632,Dollar Menu
Wendy's Old Fashioned Hamburgers #529,Primary Aim LLC,2/24/16,2691,Freeport Rd,15238,40.538093,-79.835423,Dollar Menu
Wendy's Old-Fashioned Hamburgers #524,Primary Aim LLC,2/10/16,4524,Browns Hill Rd,15217,40.416338,-79.925252,Dollar Menu
Wendy's Old-Fashioned Hamburgers #541,Primary Aim LLC,1/12/16,2280,Lebanon Church Rd,15122,40.348406,-79.939763,Dollar Menu
Wendy's Old Fashioned Hamburgers #574,Primary Aim LLC,10/19/15,10810,Perry Hwy,15090,40.6156611,-80.0548015,Dollar Menu
Wendy's Old Fashioned Hamburgers #2360,Primary Aim LLC,12/18/15,8703,University Blvd,15108,40.50602,-80.222562,Dollar Menu
Wing Stop,Wing Stop Corp,1/15/15,1324,Carson St,15203,40.428626,-79.984257,Take Out
Wing Stop #827,Pittsburgh Wings #1 LLC,10/28/15,13,Foster Ave,15205,40.441096,-80.069146,Take Out
Wings Over Pittsburgh,Pittwings LLC,7/5/13,2525,Carson St,15203,40.427812,-79.969116,Take Out
Ye Allegheny Sandwich Shop,,6/17/84,822,Western Ave,15233,40.452466,-80.015119,Take Out
